accession_number,company_cik,owner_key,percent_of_class,control_class,pct_verified,pct_source
0001729638-25-000006,0001451505,0001729638,10.1,stake,True,llm
0001193805-11-000375,0001452011,0001513431,75.14,control,True,row13
0001085146-15-001509,0001452477,0001096978,5.83,stake,True,row13
0001104659-21-122636,0001452477,0001613503,5.7,stake,True,aggregate_prose
0001104659-22-059447,0001452477,0001716421,11.7,stake,True,aggregate_prose
0001341004-13-000165,0001452477,0001241559,5.28,stake,True,row13
0001144204-11-014097,0001452583,0001396334,30.3,stake,True,row13
0001477932-13-004879,0001452804,0001250973,46.5,stake,True,row13
0001104659-18-069697,0001453015,0001703367,19.9,stake,True,row13
0001213900-26-055750,0001453015,0002095418,19.9,stake,True,prose
0000930413-15-003328,0001453593,0001649066,15.0,stake,True,row13
0000947871-17-000412,0001453593,0001055951,9.9,stake,True,row13
0001104659-22-097801,0001453593,0001559834,6.62,stake,True,row13
0001104659-25-036047,0001453593,0001472322,,unknown,False,
0001144204-15-047717,0001453593,0001650002,11.2,stake,True,row13
0000947871-16-001326,0001453687,0001055951,10.3,stake,True,row13
0001193125-16-643599,0001453687,0001439590,10.7,stake,True,row13
0001193125-19-088445,0001453687,0001055624,25.3,stake,True,row13
0001193125-23-282293,0001453687,0002000002,19.9,stake,True,row13
0001193125-23-282294,0001453687,0002000122,13.9,stake,True,row13
0001002014-12-000200,0001454742,0001544667,72.0,control,True,row13
0000950170-25-017297,0001454938,0001709689,,unknown,False,
0001104659-21-129496,0001455365,0001643749,6.7,stake,True,row13
0001062993-17-004461,0001456189,0001553632,38.75,stake,True,row13
0001193125-16-647253,0001456189,0001549427,9.6,stake,True,row13
0000919574-26-004098,0001456772,0001316622,,unknown,False,
0001193125-26-282228,0001456772,0001995612,,unknown,False,
0001213900-22-017645,0001459188,0001618500,35.06,stake,True,row13
0001123292-16-002780,0001459200,0001666625,24.8,stake,True,row13
0001193125-15-244219,0001459200,0001420295,24.97,stake,True,row13
0001104659-23-103531,0001460329,0000898860,23.3,stake,True,row13
0001193125-13-272740,0001460329,0001579458,6.37,stake,True,row13
0001193125-16-488305,0001460329,0001660879,10.58,stake,True,row13
0001193125-16-488307,0001460329,0001660850,12.35,stake,True,row13
0001193125-16-521544,0001460329,0001336508,6.7,stake,True,row13
0001214659-23-015271,0001460329,0001569866,5.1,stake,True,row13
0001193125-15-249565,0001460702,0001510139,27.1,stake,True,row13
0001213900-25-109497,0001460702,0001805521,8.0,stake,True,prose
0001213900-16-017246,0001462223,0001270365,52.3,control,True,row13
0000905148-18-000727,0001462418,0001655028,18.1,stake,True,row13
0000950103-25-002504,0001462418,0000903954,22.7,stake,True,llm
0001140361-20-000645,0001462418,0001048105,38.2,stake,True,row13
0001387131-23-002264,0001462418,0001360554,,unknown,False,rejected_below_13d_threshold
0001462418-20-000026,0001462418,0001462418,5.38,stake,True,row13
0001104659-25-064611,0001463000,0001868332,,unknown,False,
0001144204-12-021562,0001463101,0001435898,11.2,stake,True,row13
0001193125-12-155363,0001463101,0001040273,19.1,stake,True,row13
0001193125-12-158618,0001463101,0001545458,12.9,stake,True,row13
0001193125-18-253037,0001463101,0000867773,,unknown,False,rejected_below_13d_threshold
0001493152-13-002002,0001463208,0001588522,52.02,control,True,row13
0000050863-15-000006,0001463972,0000050863,15.4,stake,True,row13
0000919574-11-000017,0001463972,0001222051,14.99,stake,True,row13
0001144204-18-066709,0001463972,0001475077,9.6,stake,True,row13
0001437749-20-000238,0001464343,0001106486,40.8,stake,True,row13
0001437749-20-000239,0001464343,0001106487,20.1,stake,True,row13
0001437749-20-007145,0001464343,0001596056,5.1,stake,True,row13
0001437749-22-003019,0001464343,0001603556,5.5,stake,True,row13
0001104659-25-103842,0001464591,0001506666,11.8,stake,True,llm
0001193125-14-056115,0001464591,0001600011,16.895,stake,True,row13
0001193125-21-193381,0001464591,0001633289,8.48,stake,True,row13
0001193125-26-103535,0001464591,0002117865,,unknown,False,
0001292814-25-002308,0001464591,0002048199,10.17,stake,True,llm
0001213900-20-037884,0001464790,0001628353,,unknown,False,rejected_below_13d_threshold
0001213900-24-069983,0001464790,0001207269,23.2,stake,True,row13
0001683168-25-008173,0001465311,0002093739,83.03,control,True,prose
0001144204-14-032076,0001465470,0001606840,99.9959,control,True,row13
0001354488-15-000426,0001465470,0001465470,88.62,control,True,row13
0001140361-18-012920,0001466026,0001730249,5.1,stake,True,row13
0001144204-15-032858,0001466085,0001299901,21.9,stake,True,row13
0001193125-13-346293,0001466085,0001045425,59.78,control,True,row13
0001104659-09-041811,0001466593,0001052192,9.6,stake,True,row13
0001104659-11-044948,0001467760,0001527487,8.8,stake,True,row13
0001104659-13-003452,0001467760,0001527469,5.1,stake,True,row13
0000898432-26-000092,0001467761,0002101596,,unknown,False,
0000919574-15-007091,0001467761,0001169253,16.8,stake,True,row13
0001104659-20-066458,0001467761,0001726497,,unknown,False,rejected_below_13d_threshold
0001144204-19-025590,0001467761,0001776446,19.4,stake,True,row13
0001654954-20-010446,0001467761,0000938721,9.3,stake,True,row13
0001829126-24-000567,0001467761,0001932843,51.0,control,True,row13
0001829126-25-001210,0001467761,0002054128,,unknown,False,
0000903423-11-000221,0001468091,0001518545,18.8,stake,True,row13
0000950123-10-043351,0001468091,0001126113,13.1,stake,True,row13
0000950123-11-058740,0001468091,0001523110,28.5,stake,True,prose
0001193125-13-249421,0001468091,0001508271,42.95,stake,True,aggregate_total
0001341004-13-000701,0001468091,0001490712,56.2,control,True,row13
0001341004-15-000844,0001468091,0001657739,56.2,control,True,row13
0001398344-23-007377,0001468091,0001383838,,unknown,False,rejected_below_13d_threshold
0001193125-23-279008,0001468174,0001498928,7.5,stake,True,aggregate_total
0001193125-24-007660,0001468174,0001837294,3.1,stake,True,aggregate_total
0001193125-24-069328,0001468174,0001652231,28.7,stake,True,aggregate_total
0001193125-24-076675,0001468174,0001538462,10.8,stake,True,aggregate_total
0001193125-24-197927,0001468174,0001652229,37.7,stake,True,aggregate_total
0000902664-24-000283,0001468327,0002008446,8.6,stake,True,row13
0001193125-25-256993,0001468327,0002093897,,unknown,False,
0001193125-25-256995,0001468327,0002093646,12.8,stake,True,llm
0001193125-25-256996,0001468327,0001963997,12.8,stake,True,llm
0000950170-23-028010,0001468492,0001016157,5.4,stake,True,row13
0000950170-23-028013,0001468492,0001933883,5.5,stake,True,row13
0000950123-09-072385,0001468639,0001478616,,unknown,False,
0001144204-18-053524,0001468748,0001263508,27.3,stake,True,row13
0001144204-19-046961,0001468929,0001107702,19.8,stake,True,row13
0001144204-19-047677,0001468929,0001320581,19.8,stake,True,row13
0000903423-10-000718,0001469395,0001486026,13.1,stake,True,row13
0001292814-15-003109,0001469395,0001469395,29.5287,stake,True,aggregate_total
0002022936-24-000016,0001469395,0002022936,16.18,stake,True,prose
0001193125-15-200320,0001469443,0001641775,52.1,control,True,row13
0000950123-11-088544,0001470683,0001077285,6.9,stake,True,llm
0001213900-24-033538,0001470683,0002019845,14.33,stake,True,row13
0001493152-23-013108,0001470683,0001973316,6.32,stake,True,row13
0001493152-24-009495,0001470683,0002013963,44.4,stake,True,row13
0001493152-24-013393,0001470683,0002016459,85.77,control,True,row13
0001720187-17-000002,0001470683,0001720187,5.3,stake,True,row13
0001185185-13-002599,0001471727,0001593182,40.73,stake,True,row13
0001185185-13-002601,0001471727,0001593185,47.96,stake,True,row13
0001185185-13-002603,0001471727,0001593168,11.19,stake,True,row13
0001493152-15-006424,0001471727,0001661266,18.69,stake,True,row13
0001493152-16-007223,0001471727,0001660868,52.248,control,True,row13
0001615774-15-002879,0001471781,0001647091,62.8,control,True,row13
0001615774-15-002881,0001471781,0001652728,61.0,control,True,row13
0001615774-15-002883,0001471781,0001640917,62.8,control,True,row13
0001615774-15-002903,0001471781,0001654021,92.3,control,True,row13
0001140361-14-025981,0001471824,0001498900,21.1349,stake,True,row13
0000895345-23-000577,0001472012,0001996276,8.1,stake,True,row13
0001123292-23-000129,0001472012,0001808343,,unknown,False,rejected_below_13d_threshold
0001193125-23-183372,0001472012,0001911732,20.0,stake,True,row13
0001953107-25-000019,0001472012,0001953107,,unknown,False,
0001144204-17-057923,0001472072,0001447884,9.99,stake,True,row13
0001144204-19-014740,0001472072,0001768152,42.6,stake,True,row13
0001193125-13-335643,0001472072,0001512969,,unknown,False,rejected_below_13d_threshold
0001144204-15-059297,0001472091,0001612133,8.1,stake,True,row13
0001193125-15-342181,0001472091,0001625653,8.2,stake,True,row13
0001193125-20-058987,0001472091,0001804638,7.21,stake,True,row13
0001596770-15-000052,0001472091,0001458177,7.2,stake,True,row13
0001683168-25-001421,0001472326,0001445130,,unknown,False,
0001683168-25-009149,0001472326,0001520861,,unknown,False,
0001185185-16-006010,0001473334,0001524904,,unknown,False,
0001185185-16-006011,0001473334,0001524906,21.86,stake,True,row13
0001185185-17-001442,0001473334,0001524903,,unknown,False,
0001477932-13-004514,0001474167,0001588201,79.96,control,True,row13
0001477932-22-005644,0001474167,0001660125,39.2,stake,True,row13
0001477932-22-008160,0001474167,0001953173,16.49,stake,True,row13
0001144204-16-120642,0001474627,0001682829,57.23,control,True,llm
0001213900-21-037603,0001474627,0001474627,35.98,stake,True,row13
0001376474-25-000566,0001474627,0002020621,10.8,stake,True,prose
0001477932-25-007633,0001474627,0001971269,,unknown,False,
0001493152-26-028790,0001474627,0002114022,53.13,control,True,llm
0001104659-17-035700,0001475260,0001163165,16.9,stake,True,row13
0001104659-21-002687,0001475260,0001686621,12.3,stake,True,row13
0001104659-21-002689,0001475260,0001696588,16.8,stake,True,row13
0000902664-17-004402,0001476034,0001165248,24.99,stake,True,aggregate_total
0001104659-23-093361,0001476034,0001703298,5.17,stake,True,row13
0001193125-13-288338,0001476045,0001525362,9.8,stake,True,row13
0001193125-13-392272,0001476045,0001427430,,unknown,False,rejected_below_13d_threshold
0001140361-21-024772,0001476204,0001548377,6.6,stake,True,row13
0001104659-20-063178,0001476765,0001298389,9.4,stake,True,prose
0001104659-20-063182,0001476765,0001311018,9.7,stake,True,prose
0001104659-20-072438,0001477009,0001440975,6.3,stake,True,row13
0001193805-15-000691,0001477009,0001187011,8.38,stake,True,row13
0001354488-14-004462,0001477009,0001585447,7.3,stake,True,row13
0000950103-20-021771,0001477449,0001766574,,unknown,False,rejected_below_13d_threshold
0001193125-20-290332,0001477449,0001774565,,unknown,False,rejected_below_13d_threshold
0001104659-22-092752,0001477641,0001513000,10.4,stake,True,row13
0001144204-15-009375,0001477641,0001513003,5.7,stake,True,row13
0001193125-22-042016,0001477720,0001549917,53.6,control,True,row13
0001104659-20-048700,0001477845,0001315018,19.4,stake,True,row13
0000903423-16-001306,0001478242,0001495741,18.6,stake,True,row13
0001144204-16-128019,0001478242,0001283718,7.9,stake,True,row13
0001193125-16-590532,0001478242,0001595262,25.0,stake,True,row13
0001193125-10-094555,0001478454,0001040762,6.74,stake,True,row13
0001437749-18-002210,0001478454,0001730208,5.0,stake,True,row13
0001140361-14-030069,0001479247,0001498900,11.8595,stake,True,row13
0001144204-10-045786,0001479247,0001498422,100.0,control,True,row13
0001104659-24-076281,0001479419,0001263508,19.99,stake,True,row13
0001144204-18-009020,0001479419,0001346824,16.85,stake,True,row13
0001144204-18-053658,0001479419,0001647491,,unknown,False,rejected_below_13d_threshold
0001193125-21-340198,0001479419,0001614869,7.0,stake,True,row13
0001193125-21-341259,0001479419,0001895516,7.0,stake,True,row13
0001193125-21-341260,0001479419,0001895515,7.0,stake,True,row13
0001193125-24-176447,0001479419,0001853723,9.99,stake,True,row13
0001829126-26-001059,0001479419,0001932843,5.18,stake,True,llm
0001564590-22-023327,0001479615,0001846370,27.0,stake,True,row13
0001062993-15-006193,0001479681,0001658279,6.98,stake,True,row13
0001211524-15-000164,0001479681,0001660834,25.2,stake,True,row13
0001607062-22-000266,0001479681,0001920021,6.5453,stake,True,row13
0001607062-22-000268,0001479681,0001919448,41.5897,stake,True,row13
0000905718-14-000499,0001481241,0001540531,22.4,stake,True,row13
0000919574-11-001505,0001481241,0001352692,9.1,stake,True,row13
0000919574-11-003958,0001481241,0001318885,14.5,stake,True,row13
0000919574-19-002533,0001481241,0001771366,,unknown,False,
0000919574-19-002534,0001481241,0001771346,7.16,stake,True,row13
0000919574-19-002535,0001481241,0001770440,6.78,stake,True,row13
0000919574-20-006289,0001481241,0001823731,46.7,stake,True,row13
0001104659-23-095104,0001481241,0001308557,9.5,stake,True,row13
0001140361-23-042410,0001481241,0001992194,8.5,stake,True,row13
0001683168-19-003611,0001481443,0001617886,87.6,control,True,row13
0001683168-21-003194,0001481443,0001866200,87.6,control,True,row13
0001167966-12-000031,0001481504,0001546643,62.8,control,True,row13
0001477932-13-006170,0001481504,0001595051,46.6,stake,True,row13
0001104659-22-129881,0001481513,0001510729,13.98,stake,True,row13
0001144204-19-003893,0001481513,0001511267,15.6,stake,True,row13
0001193125-12-162094,0001481792,0001472815,8.1,stake,True,row13
0001193125-15-127661,0001482512,0001404073,16.3,stake,True,row13
0000921895-25-003215,0001482541,0002098271,5.0,stake,True,llm
0001144204-15-052200,0001482541,0001651715,,unknown,False,rejected_below_13d_threshold
0001193125-24-157548,0001482541,0002024448,9.0,stake,True,row13
0001213900-24-036276,0001482541,0002021270,7.4,stake,True,row13
0001493152-14-001687,0001482541,0001608478,33.67,stake,True,row13
0001493152-14-001689,0001482541,0001608502,17.7,stake,True,row13
0001493152-14-001691,0001482541,0001608500,,unknown,False,rejected_below_13d_threshold
0001493152-14-001693,0001482541,0001270369,,unknown,False,rejected_below_13d_threshold
0001493152-14-001695,0001482541,0001608505,17.7,stake,True,row13
0001493152-21-024160,0001482541,0001454332,70.6,control,True,row13
0001493152-21-024161,0001482541,0001724462,70.6,control,True,row13
0001493152-23-043212,0001482541,0002002770,9.9,stake,True,row13
0001079973-18-000383,0001482554,0001741237,92.97,control,True,prose
0001841429-24-000005,0001482554,0001841429,45.74,stake,True,prose
0002013085-24-000003,0001482554,0002013085,85.0,control,True,llm
0002046942-24-000002,0001482554,0002046942,39.15,stake,True,prose
0000919574-18-002246,0001483934,0001512327,5.5,stake,True,row13
0000919574-18-006756,0001483934,0001587264,10.9,stake,True,row13
0000919574-20-003714,0001483934,0001646142,,unknown,False,rejected_below_13d_threshold
0000897204-18-000017,0001483994,0001694538,25.7,stake,True,row13
0000950123-10-033387,0001483994,0001269238,8.0,stake,True,row13
0001104659-16-094519,0001483994,0001049183,50.0,control,True,aggregate_total
0001104659-17-020214,0001483994,0001528855,37.6,stake,True,row13
0001104659-25-100813,0001483994,0001982787,,unknown,False,
0000905718-21-000511,0001484769,0001854791,5.1,stake,True,row13
0000950157-25-000917,0001484769,0001744489,70.0,control,True,llm
0001493152-16-012004,0001484769,0001681249,6.9,stake,True,row13
0001493152-16-012005,0001484769,0001681246,6.9,stake,True,row13
0000905718-21-000558,0001484778,0001386928,44.5,stake,True,row13
0000891836-14-000177,0001486159,0000919468,6.7,stake,True,row13
0001193125-19-279046,0001486159,0001504103,6.3,stake,True,row13
0001079973-13-000575,0001487197,0001232118,21.5,stake,True,row13
0001079973-20-000203,0001487197,0001531964,18.7,stake,True,row13
0001104659-16-160300,0001487197,0001240037,18.9,stake,True,row13
0001140361-15-012945,0001487197,0001279891,7.9,stake,True,row13
0001140361-19-018437,0001487197,0000923666,,unknown,False,rejected_below_13d_threshold
0001493152-21-016279,0001487197,0001598907,11.4,stake,True,row13
0001144204-10-058359,0001487428,0001504157,16.7,stake,True,row13
0001062993-19-001120,0001487610,0001510281,16.9,stake,True,row13
0001193125-20-278625,0001487610,0001529735,100.0,control,True,row13
0001079974-15-000097,0001487718,0001633373,6.0,stake,True,row13
0000950123-10-067354,0001487798,0000032880,22.7,stake,True,prose
0001487918-23-000006,0001487918,0001960696,22.0,stake,True,row13
0001528554-20-000003,0001487918,0001528554,22.026,stake,True,row13
0001882907-21-000007,0001487918,0001882907,21.96,stake,True,row13
0001104659-17-015873,0001487952,0001687931,,unknown,False,rejected_below_13d_threshold
0001193125-16-478515,0001487952,0001541055,9.9,stake,True,row13
0001445305-14-002765,0001487952,0001228006,5.8,stake,True,row13
0001144204-12-063339,0001488039,0001008227,37.6,stake,True,row13
0000897101-14-000853,0001488917,0001504920,5.7,stake,True,row13
0000897101-22-000685,0001488917,0001266296,5.4,stake,True,row13
0000921895-21-001874,0001488917,0001739928,,unknown,False,rejected_below_13d_threshold
0000921895-25-000593,0001488917,0001571767,,unknown,False,rejected_below_13d_threshold
0001398344-19-010469,0001488917,0001779206,5.82,stake,True,row13
0001193125-18-326199,0001489393,0001508220,19.99,stake,True,row13
0001193125-26-221953,0001489993,0002018312,,unknown,False,
0001193125-26-226819,0001489993,0001743036,,unknown,False,
0000950123-11-086437,0001490078,0001528852,19.8,stake,True,prose
0001104659-16-110595,0001490161,0001584564,9.4,stake,True,row13
0001214659-11-001808,0001490161,0001521232,10.26,stake,True,row13
0001214659-11-001809,0001490161,0001521160,10.26,stake,True,row13
0000902664-22-003123,0001490281,0001832568,9.9,stake,True,row13
0000919574-23-005134,0001490281,0001880817,8.9,stake,True,row13
0000947871-21-001145,0001490281,0001892479,21.2,stake,True,row13
0000950103-16-012601,0001490281,0001671119,7.5,stake,True,row13
0001072613-16-000762,0001490281,0001383391,7.6,stake,True,row13
0001140361-19-023397,0001490281,0001425649,5.0,stake,True,row13
0000904853-19-000004,0001490349,0000904853,6.43,stake,True,aggregate_total
0000922423-21-000072,0001490349,0001358538,5.1,stake,True,row13
0001085146-20-001824,0001490349,0001788648,11.06,stake,True,row13
0001144204-17-008115,0001490349,0001510194,,unknown,False,rejected_below_13d_threshold
0001490873-14-000009,0001490873,0001598488,51.32,control,True,row13
0000921895-26-001161,0001490906,0001724246,,unknown,False,
0001213900-18-000097,0001491419,0001071292,34.5,stake,True,row13
0001008886-22-000024,0001492691,0000901736,,unknown,False,rejected_below_13d_threshold
0001079973-25-000681,0001493137,0001091959,76.3,control,True,llm
0000950170-25-075974,0001493318,0001407645,,unknown,False,
0000950170-25-076108,0001493318,0002068631,13.8,stake,True,llm
0001393905-23-000326,0001493712,0001504213,5.12,stake,True,row13
0001594062-14-000374,0001493712,0001626660,16.1,stake,True,row13
0001594062-14-000375,0001493712,0001626659,16.1,stake,True,row13
0001594062-16-000449,0001493712,0001182941,12.5,stake,True,row13
0000894579-13-000190,0001493761,0001584396,19.3,stake,True,row13
0000894579-23-000159,0001493761,0001595670,5.24,stake,True,row13
0001044321-12-000034,0001493761,0001044321,21.7,stake,True,row13
0001193125-14-022426,0001493761,0001595668,80.8,control,True,row13
0001193125-24-074190,0001493761,0002016004,19.6,stake,True,row13
0001193805-21-001136,0001493761,0001876586,6.4,stake,True,row13
0001193805-23-000380,0001493761,0001970265,8.4,stake,True,row13
0001999371-26-004093,0001493761,0001360554,,unknown,False,rejected_below_13d_threshold
0001262463-25-000009,0001494413,0001683832,57.0,control,True,llm
0000902595-13-000039,0001494558,0001512873,21.6,stake,True,row13
0001104659-14-065434,0001494558,0001618919,50.0,control,True,aggregate_total
0001104659-19-049466,0001494558,0001777287,7.5,stake,True,row13
0001193125-11-311789,0001494558,0001511281,,unknown,False,rejected_below_13d_threshold
0001405086-15-000123,0001494558,0001317338,,unknown,False,rejected_below_13d_threshold
0000950159-17-000178,0001494582,0001475272,6.14,stake,True,aggregate_total
0001398344-17-007738,0001494582,0001618333,48.8,stake,True,aggregate_total
0001398344-20-011922,0001494582,0001527265,6.24,stake,True,aggregate_total
0000919574-10-006801,0001494728,0001277006,26.04,stake,True,row13
0000919574-20-006750,0001494904,0001616659,5.6,stake,True,row13
0000950157-21-000635,0001494904,0001273380,26.2,stake,True,row13
0000950157-17-000212,0001495153,0001106051,43.2,stake,True,row13
0001104659-16-091189,0001495153,0001269238,19.99,stake,True,llm
0001048703-18-000008,0001495222,0001048703,26.79,stake,True,row13
0001104659-23-065437,0001495222,0001607203,20.2,stake,True,row13
0001398344-16-010608,0001495222,0001509510,23.05,stake,True,aggregate_prose
0001462180-12-000079,0001495222,0001462180,25.0,stake,True,row13
0000950138-15-000585,0001495231,0001414517,5.2,stake,True,row13
0001193125-24-141966,0001495231,0001882765,18.4,stake,True,row13
0000921895-24-001467,0001495320,0001959730,9.8,stake,True,row13
0001193125-19-283345,0001495320,0001571395,7.1,stake,True,row13
0000707388-23-000128,0001495584,0000707388,23.87,stake,True,row13
0001398344-13-005528,0001495584,0001504304,11.05,stake,True,row13
0001462180-12-000065,0001495584,0001462180,7.45,stake,True,row13
0001915673-22-000026,0001495584,0001915673,5.08,stake,True,row13
0001104659-25-020048,0001495932,0001570838,32.3,stake,True,row13
0001104659-25-020057,0001495932,0001588428,17.35,stake,True,llm
0000895345-11-000202,0001496099,0001496099,65.4,control,True,row13
0000895345-11-000204,0001496099,0001515175,43.9,stake,True,row13
0001628280-16-012278,0001496099,0001018327,6.9,stake,True,llm
0001062993-24-021063,0001496292,0001510281,,unknown,False,
0001493152-21-005930,0001496690,0001706872,99.86,control,True,row13
0001104659-22-082403,0001497645,0001905507,13.95,stake,True,row13
0000905148-13-000595,0001497770,0001380393,39.7,stake,True,row13
0001104659-17-070191,0001497770,0001503841,5.6,stake,True,row13
0001493152-18-008042,0001498067,0001742140,22.49,stake,True,row13
0000897069-24-002046,0001498382,0001198554,6.4,stake,True,row13
0000897069-24-002048,0001498382,0001996297,26.7,stake,True,row13
0001640334-16-001049,0001498382,0001407235,,unknown,False,rejected_below_13d_threshold
0000921895-17-002050,0001498403,0000918923,11.7,stake,True,row13
0001019056-14-000351,0001498403,0000931301,10.2,stake,True,row13
0001178913-23-003401,0001498403,0001998420,9.5,stake,True,row13
0001001277-16-000025,0001499494,0001680298,50.5,control,True,row13
0001383838-12-000011,0001499494,0001383838,5.67,stake,True,row13
0001104659-24-090580,0001499505,0002025889,9.8,stake,True,row13
0000930413-10-005422,0001499620,0001167483,47.7,stake,True,row13
0001104659-23-104765,0001499780,0001729200,12.5,stake,True,row13
0001104659-25-117896,0001499780,0001994431,6.2,stake,True,llm
0001144204-11-040688,0001499780,0001511897,47.1,stake,True,row13
0000909518-14-000235,0001499832,0001614090,25.5,stake,True,row13
0001062993-20-004390,0001499832,0001666682,5.28,stake,True,row13
0001140361-16-077184,0001499832,0001660492,,unknown,False,
0001193125-16-691742,0001499832,0001636519,23.4,stake,True,row13
0001193125-20-298209,0001499832,0001795250,22.4,stake,True,row13
0001193125-23-110816,0001499832,0001952073,24.6,stake,True,row13
0001499832-21-000013,0001499832,0001499832,35.0,stake,True,row13
0001571049-14-003840,0001499832,0001613031,46.3,stake,True,row13
0001104659-21-150587,0001499961,0001570518,64.7,control,True,row13
0001104659-25-099810,0001499961,0002041834,15.8,stake,True,prose
0001144204-14-027361,0001499961,0001607023,15.0,stake,True,row13
0001144204-14-056604,0001499961,0001296618,14.5,stake,True,row13
0001144204-14-060940,0001499961,0001621830,15.47,stake,True,row13
0001144204-15-023245,0001499961,0001639154,8.5,stake,True,row13
0001144204-15-069778,0001499961,0001273345,,unknown,False,rejected_below_13d_threshold
0001193125-16-435184,0001499961,0001548375,18.4,stake,True,row13
0001009448-17-000028,0001500198,0001710973,15.58,stake,True,row13
0001009448-17-000029,0001500198,0001710957,10.7,stake,True,row13
0001009448-17-000031,0001500198,0001606579,69.3,control,True,row13
0001014897-13-000222,0001500198,0001575703,59.14,control,True,row13
0001014897-13-000351,0001500198,0001584920,9.86,stake,True,row13
0001144204-17-038269,0001500198,0001540354,10.1,stake,True,row13
0001144204-17-038272,0001500198,0001709738,18.1,stake,True,row13
0001144204-17-039074,0001500198,0001709644,36.1,stake,True,row13
0001193125-11-010275,0001500217,0000885118,12.0,stake,True,row13
0001500217-18-000041,0001500217,0001500217,12.4,stake,True,row13
0001500217-25-000026,0001500217,0001221359,,unknown,False,
0000927089-16-000964,0001500375,0001456653,5.1,stake,True,row13
0001065407-13-000240,0001500375,0001311755,5.4,stake,True,row13
0001171520-12-000373,0001500375,0001449499,,unknown,False,rejected_below_13d_threshold
0001144204-14-060390,0001500435,0001598350,,unknown,False,rejected_below_13d_threshold
0000913849-17-000269,0001501072,0001447578,9.0,stake,True,row13
0000947871-17-000977,0001501697,0001055951,13.07,stake,True,row13
0000950170-25-108341,0001501697,0001687968,9.99,stake,True,llm
0001072613-17-000603,0001501697,0001694560,14.6,stake,True,row13
0001072613-22-000489,0001501697,0001917895,9.99,stake,True,row13
0001104659-25-079821,0001501697,0002068530,9.99,stake,True,llm
0001193125-17-355669,0001501697,0001439590,13.2,stake,True,row13
0001193125-18-045947,0001501697,0001644160,6.5,stake,True,row13
0001193125-18-343736,0001501697,0001632304,48.2,stake,True,row13
0001193125-19-083526,0001501697,0001769914,5.0,stake,True,row13
0000902664-21-004741,0001501796,0001410830,14.5,stake,True,row13
0001193125-21-325850,0001501796,0001690310,10.5,stake,True,row13
0000905729-17-000276,0001502292,0001718951,7.9,stake,True,row13
0001115666-19-000002,0001502292,0001115666,27.76,stake,True,row13
0001502292-18-000005,0001502292,0001502292,27.35,stake,True,row13
0001104659-14-070551,0001502377,0000085535,39.13,stake,True,row13
0001144204-17-026323,0001502377,0001705151,15.1,stake,True,row13
0001144204-18-036909,0001502377,0001511015,,unknown,False,rejected_below_13d_threshold
0001157523-13-005769,0001502377,0001182585,8.9,stake,True,row13
0001157523-20-001617,0001502377,0001561025,5.9,stake,True,row13
0001193125-13-227955,0001502377,0001576009,,unknown,False,
0001193125-17-301908,0001502377,0001532688,10.2,stake,True,row13
0001213900-19-001027,0001502557,0001765086,12.26,stake,True,row13
0001477932-13-005134,0001502557,0001591161,88.24,control,True,row13
0001493152-24-018004,0001502557,0002021881,16.44,stake,True,row13
0001493152-24-018005,0001502557,0002021526,53.0,control,True,row13
0001493152-24-023370,0001502557,0002026401,9.98,stake,True,row13
0001493152-24-023375,0001502557,0002026333,10.86,stake,True,row13
0001641172-25-025751,0001502557,0001964087,,unknown,False,
0001641172-25-025754,0001502557,0002081767,,unknown,False,
0001019687-15-000364,0001502966,0001630730,24.4,stake,True,row13
0001308411-14-000081,0001502966,0001514833,30.7,stake,True,row13
0001308411-14-000091,0001502966,0001605915,19.2,stake,True,row13
0001308411-14-000096,0001502966,0001308411,19.8,stake,True,aggregate_total
0001493152-16-012710,0001502966,0000946552,11.8,stake,True,row13
0001104659-25-004230,0001503274,0001711933,6.2,stake,True,prose
0001539497-25-000510,0001503274,0002037231,5.91,stake,True,prose
0000950157-17-000374,0001503584,0001513017,21.5,stake,True,row13
0001654954-18-011392,0001503658,0001261725,99.99,control,True,row13
0001178913-16-006510,0001504379,0001569721,32.5,stake,True,row13
0001193125-16-708906,0001504379,0001684482,,unknown,False,
0001104659-12-001995,0001504461,0001539283,6.4,stake,True,row13
0001104659-13-042924,0001504461,0001575822,11.59,stake,True,row13
0001104659-19-016864,0001504461,0001403528,,unknown,False,rejected_below_13d_threshold
0001104659-20-058870,0001504461,0001811706,8.0,stake,True,row13
0001193125-11-311041,0001504461,0001533248,41.0,stake,True,row13
0001193125-17-321276,0001504461,0001456075,5.9,stake,True,row13
0001193125-18-106285,0001504461,0001720499,,unknown,False,
0001504304-19-000019,0001504545,0001504304,,unknown,False,rejected_below_13d_threshold
0000894579-21-000169,0001504678,0001872215,10.0,stake,True,row13
0000950130-26-000157,0001504678,0001569866,5.85,stake,True,prose
0001477932-15-006726,0001504678,0001649149,57.1,control,True,row13
0001477932-19-003691,0001504678,0001780414,10.5,stake,True,row13
0001477932-19-003976,0001504678,0001780139,10.5,stake,True,row13
0001213900-24-097648,0001505065,0002044428,17.8,stake,True,row13
0001144204-14-068936,0001505155,0001414045,6.0,stake,True,row13
0001144204-17-033206,0001505155,0001447073,6.5,stake,True,row13
0001193125-14-421463,0001505155,0001094792,5.2,stake,True,row13
